id,image_filename,image_path,cnic,ocr_status,confidence
842,0842.png,IdentityCards/0842.png,42042-0000842-2,success,0.7347
843,0843.png,IdentityCards/0843.png,42043-0000843-3,success,0.5056
844,0844.png,IdentityCards/0844.png,,failed,0.4988
845,0845.png,IdentityCards/0845.png,42045-0000845-5,success,0.7105
846,0846.png,IdentityCards/0846.png,42046-0000846-6,success,0.8924
847,0847.png,IdentityCards/0847.png,42047-0000847-7,success,0.6042
848,0848.png,IdentityCards/0848.png,,failed,0.449
849,0849.png,IdentityCards/0849.png,42049-0000849-9,success,0.7927
850,0850.png,IdentityCards/0850.png,,failed,0
851,0851.png,IdentityCards/0851.png,42051-0000851-1,success,0.9305
852,0852.png,IdentityCards/0852.png,42052-0000852-2,success,0.8212
853,0853.png,IdentityCards/0853.png,,failed,0
854,0854.png,IdentityCards/0854.png,42054-0000854-4,success,0.8647
855,0855.png,IdentityCards/0855.png,42055-0000855-5,success,0.6304
856,0856.png,IdentityCards/0856.png,42056-0000856-6,success,0.6082
857,0857.png,IdentityCards/0857.png,42057-0000857-7,success,0.672
858,0858.png,IdentityCards/0858.png,,failed,0
859,0859.png,IdentityCards/0859.png,42059-0000859-9,success,0.7887
860,0860.png,IdentityCards/0860.png,,failed,0
861,0861.png,IdentityCards/0861.png,42081-0000861-1,success,0.8538
862,0862.png,IdentityCards/0862.png,42062-0000862-2,success,0.6788
863,0863.png,IdentityCards/0863.png,42063-0000863-3,success,0.6457
864,0864.png,IdentityCards/0864.png,42084-0000864-4,success,0.6112
865,0865.png,IdentityCards/0865.png,42085-0000865-5,success,0.7536
866,0866.png,IdentityCards/0866.png,42086-0000866-6,success,0.6636
867,0867.png,IdentityCards/0867.png,42067-0000867-7,success,0.8091
868,0868.png,IdentityCards/0868.png,42088-0000868-8,success,0.5956
869,0869.png,IdentityCards/0869.png,,failed,0.4041
870,0870.png,IdentityCards/0870.png,42070-0000870-0,success,0.8307
871,0871.png,IdentityCards/0871.png,42071-0000871-1,success,0.6322
872,0872.png,IdentityCards/0872.png,42072-0000872-2,success,0.8075
873,0873.png,IdentityCards/0873.png,42073-0000873-3,success,0.5333
874,0874.png,IdentityCards/0874.png,42074-0000874-4,success,0.8881
875,0875.png,IdentityCards/0875.png,,failed,0.3607
876,0876.png,IdentityCards/0876.png,42076-0000876-6,success,0.9069
877,0877.png,IdentityCards/0877.png,42077-0000877-7,success,0.7101
878,0878.png,IdentityCards/0878.png,42078-0000878-8,success,0.693
879,0879.png,IdentityCards/0879.png,42079-0000879-9,success,0.5512
880,0880.png,IdentityCards/0880.png,,failed,0
881,0881.png,IdentityCards/0881.png,,failed,0
882,0882.png,IdentityCards/0882.png,42082-0000882-2,success,0.5132
883,0883.png,IdentityCards/0883.png,42083-0000883-3,success,0.7998
884,0884.png,IdentityCards/0884.png,,failed,0
885,0885.png,IdentityCards/0885.png,,failed,0
886,0886.png,IdentityCards/0886.png,42086-0000886-6,success,0.9307
887,0887.png,IdentityCards/0887.png,42087-0000887-7,success,0.8212
888,0888.png,IdentityCards/0888.png,,failed,0
889,0889.png,IdentityCards/0889.png,,failed,0
890,0890.png,IdentityCards/0890.png,,failed,0
891,0891.png,IdentityCards/0891.png,42091-0000891-1,success,0.5736
892,0892.png,IdentityCards/0892.png,,failed,0.4356
893,0893.png,IdentityCards/0893.png,42093-0000893-3,success,0.6425
894,0894.png,IdentityCards/0894.png,42094-0000894-4,success,0.826
895,0895.png,IdentityCards/0895.png,42095-0000895-5,success,0.7064
896,0896.png,IdentityCards/0896.png,42096-0000896-6,success,0.9212
897,0897.png,IdentityCards/0897.png,42097-0000897-7,success,0.7271
898,0898.png,IdentityCards/0898.png,,failed,0.4365
899,0899.png,IdentityCards/0899.png,,failed,0.2852
900,0900.png,IdentityCards/0900.png,,failed,0
901,0901.png,IdentityCards/0901.png,42601-0000901-1,success,0.669
902,0902.png,IdentityCards/0902.png,42002-0000902-2,success,0.5292
903,0903.png,IdentityCards/0903.png,42003-0000903-3,success,0.5395
904,0904.png,IdentityCards/0904.png,,failed,0.3933
905,0905.png,IdentityCards/0905.png,,failed,0.401
906,0906.png,IdentityCards/0906.png,42606-0000906-6,success,0.6687
907,0907.png,IdentityCards/0907.png,42607-0000907-7,success,0.5149
908,0908.png,IdentityCards/0908.png,,failed,0.3273
909,0909.png,IdentityCards/0909.png,42009-0000909-9,success,0.6491
910,0910.png,IdentityCards/0910.png,,failed,0
911,0911.png,IdentityCards/0911.png,42011-0000911-1,success,0.6559
912,0912.png,IdentityCards/0912.png,42012-0000912-2,success,0.7594
913,0913.png,IdentityCards/0913.png,,failed,0.4715
914,0914.png,IdentityCards/0914.png,42014-0000914-4,success,0.7076
915,0915.png,IdentityCards/0915.png,42015-0000915-5,success,0.8971
916,0916.png,IdentityCards/0916.png,42016-0000916-6,success,0.8797
917,0917.png,IdentityCards/0917.png,42017-0000917-7,success,0.8073
918,0918.png,IdentityCards/0918.png,,failed,0.3945
919,0919.png,IdentityCards/0919.png,42019-0000919-9,success,0.8496
920,0920.png,IdentityCards/0920.png,,failed,0.3841
921,0921.png,IdentityCards/0921.png,42021-0000921-1,success,0.665
922,0922.png,IdentityCards/0922.png,42022-0000922-2,success,0.7774
923,0923.png,IdentityCards/0923.png,42023-0000923-3,success,0.6702
924,0924.png,IdentityCards/0924.png,42024-0000924-4,success,0.7736
925,0925.png,IdentityCards/0925.png,42025-0000925-5,success,0.537
926,0926.png,IdentityCards/0926.png,42026-0000926-6,success,0.7208
927,0927.png,IdentityCards/0927.png,,failed,0.4649
928,0928.png,IdentityCards/0928.png,42028-0000928-8,success,0.7902
929,0929.png,IdentityCards/0929.png,42029-0000929-9,success,0.6874
930,0930.png,IdentityCards/0930.png,42030-0000930-0,success,0.8158
931,0931.png,IdentityCards/0931.png,42031-0000931-1,success,0.7369
932,0932.png,IdentityCards/0932.png,42032-0000932-2,success,0.6046
933,0933.png,IdentityCards/0933.png,42033-0000933-3,success,0.6991
934,0934.png,IdentityCards/0934.png,42034-0000934-4,success,0.8034
935,0935.png,IdentityCards/0935.png,42035-0000925-5,success,0.6635
936,0936.png,IdentityCards/0936.png,42036-0000936-6,success,0.756
937,0937.png,IdentityCards/0937.png,42037-0000937-7,success,0.5812
938,0938.png,IdentityCards/0938.png,42038-0000938-8,success,0.7944
939,0939.png,IdentityCards/0939.png,42039-0000939-9,success,0.5937
940,0940.png,IdentityCards/0940.png,42040-0000940-0,success,0.7542
941,0941.png,IdentityCards/0941.png,42041-0000941-1,success,0.6048
942,0942.png,IdentityCards/0942.png,42042-0000942-2,success,0.7982
943,0943.png,IdentityCards/0943.png,42043-0000943-3,success,0.6776
944,0944.png,IdentityCards/0944.png,42044-0000944-4,success,0.7254
945,0945.png,IdentityCards/0945.png,42045-0000945-5,success,0.7684
946,0946.png,IdentityCards/0946.png,42046-0000946-6,success,0.8786
947,0947.png,IdentityCards/0947.png,42047-0000947-7,success,0.7877
948,0948.png,IdentityCards/0948.png,42048-0000948-8,success,0.708
949,0949.png,IdentityCards/0949.png,42049-0000949-9,success,0.7126
950,0950.png,IdentityCards/0950.png,42050-0000950-0,success,0.629
951,0951.png,IdentityCards/0951.png,42051-0000951-1,success,0.9064
952,0952.png,IdentityCards/0952.png,42052-0000952-2,success,0.5943
953,0953.png,IdentityCards/0953.png,42053-0000953-3,success,0.6961
954,0954.png,IdentityCards/0954.png,42054-0000954-4,success,0.7097
955,0955.png,IdentityCards/0955.png,42055-0000955-5,success,0.6953
956,0956.png,IdentityCards/0956.png,42056-0000956-6,success,0.9486
957,0957.png,IdentityCards/0957.png,42057-0000957-7,success,0.8871
958,0958.png,IdentityCards/0958.png,42058-0000958-8,success,0.7116
959,0959.png,IdentityCards/0959.png,42059-0000959-9,success,0.7205
960,0960.png,IdentityCards/0960.png,42080-0000960-0,success,0.6617
961,0961.png,IdentityCards/0961.png,42081-0000961-1,success,0.8523
962,0962.png,IdentityCards/0962.png,42062-0000962-2,success,0.6741
963,0963.png,IdentityCards/0963.png,42063-0000963-3,success,0.772
964,0964.png,IdentityCards/0964.png,42064-0000964-4,success,0.5732
965,0965.png,IdentityCards/0965.png,42085-0000965-5,success,0.5438
966,0966.png,IdentityCards/0966.png,42086-0000966-6,success,0.9432
967,0967.png,IdentityCards/0967.png,42067-0000967-7,success,0.6661
968,0968.png,IdentityCards/0968.png,42088-0000968-8,success,0.7655
969,0969.png,IdentityCards/0969.png,,failed,0.4638
970,0970.png,IdentityCards/0970.png,42070-0000970-0,success,0.536
971,0971.png,IdentityCards/0971.png,42071-0000971-1,success,0.7101
972,0972.png,IdentityCards/0972.png,42072-0000972-2,success,0.5912
973,0973.png,IdentityCards/0973.png,42073-0000973-3,success,0.6482
974,0974.png,IdentityCards/0974.png,42074-0000974-4,success,0.8158
975,0975.png,IdentityCards/0975.png,42075-0000975-5,success,0.5403
976,0976.png,IdentityCards/0976.png,42076-0000976-6,success,0.8719
977,0977.png,IdentityCards/0977.png,42077-0000977-7,success,0.6754
978,0978.png,IdentityCards/0978.png,42078-0000978-8,success,0.5673
979,0979.png,IdentityCards/0979.png,42079-0000979-9,success,0.8598
980,0980.png,IdentityCards/0980.png,,failed,0.496
981,0981.png,IdentityCards/0981.png,42081-0000981-1,success,0.5875
982,0982.png,IdentityCards/0982.png,42082-0000982-2,success,0.5775
983,0983.png,IdentityCards/0983.png,42083-0000983-3,success,0.7277
984,0984.png,IdentityCards/0984.png,42084-0000984-4,success,0.782
985,0985.png,IdentityCards/0985.png,,failed,0.4092
986,0986.png,IdentityCards/0986.png,42086-0000986-6,success,0.931
987,0987.png,IdentityCards/0987.png,42087-0000987-7,success,0.8141
988,0988.png,IdentityCards/0988.png,42088-0000988-8,success,0.7441
989,0989.png,IdentityCards/0989.png,42089-0000989-9,success,0.641
990,0990.png,IdentityCards/0990.png,42090-0000990-0,success,0.6533
991,0991.png,IdentityCards/0991.png,42091-0000991-1,success,0.6886
992,0992.png,IdentityCards/0992.png,42082-0000992-2,success,0.6128
993,0993.png,IdentityCards/0993.png,42093-0000993-3,success,0.7521
994,0994.png,IdentityCards/0994.png,42094-0000994-4,success,0.538
995,0995.png,IdentityCards/0995.png,,failed,0.4153
996,0996.png,IdentityCards/0996.png,42096-0000996-6,success,0.8967
997,0997.png,IdentityCards/0997.png,42097-0000997-7,success,0.7047
998,0998.png,IdentityCards/0998.png,42098-0000998-8,success,0.7293
999,0999.png,IdentityCards/0999.png,,failed,0.4433
1000,1000.png,IdentityCards/1000.png,,failed,0
1001,1001.png,IdentityCards/1001.png,,failed,0.4702
1002,1002.png,IdentityCards/1002.png,,failed,0.4165
1003,1003.png,IdentityCards/1003.png,,failed,0
1004,1004.png,IdentityCards/1004.png,42004-0001004-4,success,0.5743
1005,1005.png,IdentityCards/1005.png,42605-0001005-5,success,0.7087
1006,1006.png,IdentityCards/1006.png,42606-0001006-6,success,0.6213
1007,1007.png,IdentityCards/1007.png,42607-0001007-7,success,0.5686
1008,1008.png,IdentityCards/1008.png,,failed,0
1009,1009.png,IdentityCards/1009.png,42009-0001009-9,success,0.7578
1010,1010.png,IdentityCards/1010.png,42010-0001010-0,success,0.7687
1011,1011.png,IdentityCards/1011.png,42011-0001011-1,success,0.8871
1012,1012.png,IdentityCards/1012.png,42012-0001012-2,success,0.7829
1013,1013.png,IdentityCards/1013.png,,failed,0
1014,1014.png,IdentityCards/1014.png,42014-0001014-4,success,0.8349
1015,1015.png,IdentityCards/1015.png,42015-0001015-5,success,0.7721
1016,1016.png,IdentityCards/1016.png,42016-0001016-6,success,0.9052
1017,1017.png,IdentityCards/1017.png,42017-0001017-7,success,0.7017
1018,1018.png,IdentityCards/1018.png,,failed,0
1019,1019.png,IdentityCards/1019.png,42019-0001019-9,success,0.8567
1020,1020.png,IdentityCards/1020.png,42020-0001020-0,success,0.6453
1021,1021.png,IdentityCards/1021.png,42021-0001021-1,success,0.8279
1022,1022.png,IdentityCards/1022.png,42022-0001022-2,success,0.5602
1023,1023.png,IdentityCards/1023.png,42023-0001023-3,success,0.747
1024,1024.png,IdentityCards/1024.png,42024-0001024-4,success,0.798
1025,1025.png,IdentityCards/1025.png,42025-0001025-5,success,0.7737
1026,1026.png,IdentityCards/1026.png,42026-0001026-6,success,0.5894
1027,1027.png,IdentityCards/1027.png,42027-0001021-7,success,0.6309
1028,1028.png,IdentityCards/1028.png,42028-0001028-8,success,0.7248
1029,1029.png,IdentityCards/1029.png,42029-0001029-9,success,0.5682
1030,1030.png,IdentityCards/1030.png,42030-0001030-0,success,0.6444
1031,1031.png,IdentityCards/1031.png,42031-0001031-1,success,0.855
1032,1032.png,IdentityCards/1032.png,42032-0001032-2,success,0.8535
1033,1033.png,IdentityCards/1033.png,,failed,0.4965
1034,1034.png,IdentityCards/1034.png,42034-0001034-4,success,0.8304
1035,1035.png,IdentityCards/1035.png,,failed,0.4788
1036,1036.png,IdentityCards/1036.png,42036-0001036-6,success,0.9069
1037,1037.png,IdentityCards/1037.png,42037-0001037-7,success,0.5951
1038,1038.png,IdentityCards/1038.png,42038-0001038-8,success,0.7232
1039,1039.png,IdentityCards/1039.png,42039-0001039-9,success,0.6716
1040,1040.png,IdentityCards/1040.png,42040-0001040-0,success,0.7232
1041,1041.png,IdentityCards/1041.png,42041-0001041-1,success,0.6707
1042,1042.png,IdentityCards/1042.png,42042-0001042-2,success,0.8397
1043,1043.png,IdentityCards/1043.png,42043-0001043-3,success,0.8309
1044,1044.png,IdentityCards/1044.png,42044-0001044-4,success,0.6511
1045,1045.png,IdentityCards/1045.png,,failed,0.4068
1046,1046.png,IdentityCards/1046.png,42046-0001046-6,success,0.9473
1047,1047.png,IdentityCards/1047.png,42047-0001047-7,success,0.8552
1048,1048.png,IdentityCards/1048.png,,failed,0
1049,1049.png,IdentityCards/1049.png,42049-0001049-9,success,0.751
1050,1050.png,IdentityCards/1050.png,,failed,0
1051,1051.png,IdentityCards/1051.png,42051-0001051-1,success,0.8904
1052,1052.png,IdentityCards/1052.png,42052-0001052-2,success,0.9039
1053,1053.png,IdentityCards/1053.png,42053-0001053-3,success,0.8697
1054,1054.png,IdentityCards/1054.png,42054-0001054-4,success,0.8694
1055,1055.png,IdentityCards/1055.png,42055-0001055-5,success,0.8624
1056,1056.png,IdentityCards/1056.png,42056-0001056-6,success,0.9481
1057,1057.png,IdentityCards/1057.png,42057-0001057-7,success,0.8539
1058,1058.png,IdentityCards/1058.png,,failed,0
1059,1059.png,IdentityCards/1059.png,42059-0001059-9,success,0.6128
1060,1060.png,IdentityCards/1060.png,42080-0001060-0,success,0.5246
1061,1061.png,IdentityCards/1061.png,42081-0001061-1,success,0.6495
1062,1062.png,IdentityCards/1062.png,42062-0001062-2,success,0.8248
1063,1063.png,IdentityCards/1063.png,42063-0001063-3,success,0.7085
1064,1064.png,IdentityCards/1064.png,,failed,0
1065,1065.png,IdentityCards/1065.png,,failed,0.4498
1066,1066.png,IdentityCards/1066.png,42086-0001066-6,success,0.8711
1067,1067.png,IdentityCards/1067.png,42067-0001067-7,success,0.5839
1068,1068.png,IdentityCards/1068.png,42088-0001068-8,success,0.6062
1069,1069.png,IdentityCards/1069.png,,failed,0.4548
1070,1070.png,IdentityCards/1070.png,42070-0001070-0,success,0.8995
1071,1071.png,IdentityCards/1071.png,42071-0001071-1,success,0.885
1072,1072.png,IdentityCards/1072.png,42072-0001072-2,success,0.8598
1073,1073.png,IdentityCards/1073.png,42073-0001073-3,success,0.8292
1074,1074.png,IdentityCards/1074.png,42074-0001074-4,success,0.8764
1075,1075.png,IdentityCards/1075.png,42075-0001075-5,success,0.9138
1076,1076.png,IdentityCards/1076.png,42076-0001076-6,success,0.9273
1077,1077.png,IdentityCards/1077.png,42077-0001077-1,success,0.5215
1078,1078.png,IdentityCards/1078.png,42078-0001078-8,success,0.8219
1079,1079.png,IdentityCards/1079.png,42079-0001079-9,success,0.8769
1080,1080.png,IdentityCards/1080.png,,failed,0
1081,1081.png,IdentityCards/1081.png,,failed,0
1082,1082.png,IdentityCards/1082.png,42082-0001082-2,success,0.8883
1083,1083.png,IdentityCards/1083.png,,failed,0
1084,1084.png,IdentityCards/1084.png,42084-0001084-4,success,0.8044
1085,1085.png,IdentityCards/1085.png,42085-0001085-5,success,0.6039
1086,1086.png,IdentityCards/1086.png,42086-0001086-6,success,0.9498
1087,1087.png,IdentityCards/1087.png,42087-0001087-7,success,0.6491
1088,1088.png,IdentityCards/1088.png,42088-0001088-8,success,0.6899
1089,1089.png,IdentityCards/1089.png,42089-0001089-9,success,0.5516
1090,1090.png,IdentityCards/1090.png,,failed,0
1091,1091.png,IdentityCards/1091.png,42091-0001091-1,success,0.6421
1092,1092.png,IdentityCards/1092.png,,failed,0.4646
1093,1093.png,IdentityCards/1093.png,42093-0001093-3,success,0.7446
1094,1094.png,IdentityCards/1094.png,42094-0001094-4,success,0.7246
1095,1095.png,IdentityCards/1095.png,42095-0001095-5,success,0.639
1096,1096.png,IdentityCards/1096.png,42096-0001096-6,success,0.8871
1097,1097.png,IdentityCards/1097.png,,failed,0.4244
1098,1098.png,IdentityCards/1098.png,42098-0001098-8,success,0.6447
1099,1099.png,IdentityCards/1099.png,42039-0001089-9,success,0.5163
1100,1100.png,IdentityCards/1100.png,,failed,0.3683
1101,1101.png,IdentityCards/1101.png,42601-0001101-1,success,0.7086
1102,1102.png,IdentityCards/1102.png,42002-0001102-2,success,0.5768
1103,1103.png,IdentityCards/1103.png,42603-0001103-3,success,0.5138
1104,1104.png,IdentityCards/1104.png,42004-0001104-4,success,0.5768
1105,1105.png,IdentityCards/1105.png,42605-0001105-5,success,0.7463
1106,1106.png,IdentityCards/1106.png,42606-0001106-6,success,0.7276
1107,1107.png,IdentityCards/1107.png,42607-0001107-7,success,0.7025
1108,1108.png,IdentityCards/1108.png,42608-0001108-8,success,0.5011
1109,1109.png,IdentityCards/1109.png,,failed,0.4662
1110,1110.png,IdentityCards/1110.png,42010-0001110-0,success,0.5703
1111,1111.png,IdentityCards/1111.png,42011-0001111-1,success,0.689
1112,1112.png,IdentityCards/1112.png,42012-0001112-2,success,0.7501
1113,1113.png,IdentityCards/1113.png,,failed,0.3486
1114,1114.png,IdentityCards/1114.png,,failed,0
1115,1115.png,IdentityCards/1115.png,42015-0001115-5,success,0.8285
1116,1116.png,IdentityCards/1116.png,42016-0001116-6,success,0.8885
1117,1117.png,IdentityCards/1117.png,42017-0001117-7,success,0.6142
1118,1118.png,IdentityCards/1118.png,42018-0001118-8,success,0.5067
1119,1119.png,IdentityCards/1119.png,42019-0001119-9,success,0.7774
1120,1120.png,IdentityCards/1120.png,42020-0001120-0,success,0.6393
1121,1121.png,IdentityCards/1121.png,42021-0001121-1,success,0.6979
1122,1122.png,IdentityCards/1122.png,42022-0001122-2,success,0.7829
1123,1123.png,IdentityCards/1123.png,42023-0001123-3,success,0.6972
1124,1124.png,IdentityCards/1124.png,42024-0001124-4,success,0.5076
1125,1125.png,IdentityCards/1125.png,42025-0001125-5,success,0.6145
1126,1126.png,IdentityCards/1126.png,,failed,0
1127,1127.png,IdentityCards/1127.png,,failed,0.3571
1128,1128.png,IdentityCards/1128.png,42028-0001128-8,success,0.6455
1129,1129.png,IdentityCards/1129.png,42029-0001129-9,success,0.8146
1130,1130.png,IdentityCards/1130.png,42030-0001130-0,success,0.8615
1131,1131.png,IdentityCards/1131.png,42031-0001131-1,success,0.8083
1132,1132.png,IdentityCards/1132.png,42032-0001132-2,success,0.7997
1133,1133.png,IdentityCards/1133.png,42033-0001133-3,success,0.5331
1134,1134.png,IdentityCards/1134.png,42034-0001134-4,success,0.6794
1135,1135.png,IdentityCards/1135.png,42035-0001135-5,success,0.5577
1136,1136.png,IdentityCards/1136.png,42036-0001136-6,success,0.9354
1137,1137.png,IdentityCards/1137.png,42037-0001137-7,success,0.8562
1138,1138.png,IdentityCards/1138.png,42038-0001138-8,success,0.7129
1139,1139.png,IdentityCards/1139.png,42039-0001139-9,success,0.978
1140,1140.png,IdentityCards/1140.png,42040-0001140-0,success,0.7799
1141,1141.png,IdentityCards/1141.png,42041-0001141-1,success,0.8144
1142,1142.png,IdentityCards/1142.png,42042-0001142-2,success,0.8701
1143,1143.png,IdentityCards/1143.png,42043-0001143-3,success,0.8437
1144,1144.png,IdentityCards/1144.png,42044-0001144-4,success,0.7004
1145,1145.png,IdentityCards/1145.png,42045-0001145-5,success,0.6966
1146,1146.png,IdentityCards/1146.png,42046-0001146-6,success,0.9144
1147,1147.png,IdentityCards/1147.png,42047-0001147-7,success,0.8538
1148,1148.png,IdentityCards/1148.png,42048-0001148-8,success,0.6762
1149,1149.png,IdentityCards/1149.png,42049-0001149-9,success,0.8927
1150,1150.png,IdentityCards/1150.png,42050-0001150-0,success,0.8969
1151,1151.png,IdentityCards/1151.png,42051-0001151-1,success,0.9173
1152,1152.png,IdentityCards/1152.png,42052-0001152-2,success,0.8905
1153,1153.png,IdentityCards/1153.png,42053-0001153-3,success,0.5991
1154,1154.png,IdentityCards/1154.png,42054-0001154-4,success,0.7332
1155,1155.png,IdentityCards/1155.png,42055-0001155-5,success,0.7502
1156,1156.png,IdentityCards/1156.png,42056-0001156-6,success,0.9385
1157,1157.png,IdentityCards/1157.png,42057-0001157-7,success,0.8624
1158,1158.png,IdentityCards/1158.png,42058-0001158-8,success,0.7532
1159,1159.png,IdentityCards/1159.png,42059-0001159-9,success,0.7015
1160,1160.png,IdentityCards/1160.png,42080-0001160-0,success,0.7353
1161,1161.png,IdentityCards/1161.png,42081-0001161-1,success,0.7284
1162,1162.png,IdentityCards/1162.png,42062-0001162-2,success,0.8198
1163,1163.png,IdentityCards/1163.png,42063-0001163-3,success,0.6054
1164,1164.png,IdentityCards/1164.png,42064-0001164-4,success,0.5708
1165,1165.png,IdentityCards/1165.png,42085-0001165-5,success,0.6425
1166,1166.png,IdentityCards/1166.png,42086-0001166-6,success,0.9493
1167,1167.png,IdentityCards/1167.png,42067-0001167-7,success,0.5558
1168,1168.png,IdentityCards/1168.png,42088-0001168-8,success,0.6586
1169,1169.png,IdentityCards/1169.png,42069-0001169-9,success,0.6495
1170,1170.png,IdentityCards/1170.png,42070-0001170-0,success,0.693
1171,1171.png,IdentityCards/1171.png,42071-0001171-1,success,0.9516
1172,1172.png,IdentityCards/1172.png,42072-0001172-2,success,0.7523
1173,1173.png,IdentityCards/1173.png,42073-0001173-3,success,0.556
1174,1174.png,IdentityCards/1174.png,42074-0001174-4,success,0.7932
1175,1175.png,IdentityCards/1175.png,42075-0001175-5,success,0.8014
1176,1176.png,IdentityCards/1176.png,42076-0001176-6,success,0.9013
1177,1177.png,IdentityCards/1177.png,,failed,0.3772
1178,1178.png,IdentityCards/1178.png,42078-0001178-8,success,0.673
1179,1179.png,IdentityCards/1179.png,42079-0001179-9,success,0.7669
1180,1180.png,IdentityCards/1180.png,,failed,0
1181,1181.png,IdentityCards/1181.png,42081-0001181-1,success,0.6519
1182,1182.png,IdentityCards/1182.png,42082-0001182-2,success,0.8423
1183,1183.png,IdentityCards/1183.png,42083-0001183-3,success,0.5331
1184,1184.png,IdentityCards/1184.png,42084-0001184-4,success,0.8219
1185,1185.png,IdentityCards/1185.png,42085-0001185-5,success,0.7825
1186,1186.png,IdentityCards/1186.png,42086-0001186-6,success,0.8914
1187,1187.png,IdentityCards/1187.png,42087-0001187-7,success,0.5722
1188,1188.png,IdentityCards/1188.png,42088-0001188-8,success,0.6799
1189,1189.png,IdentityCards/1189.png,42089-0001189-9,success,0.9024
1190,1190.png,IdentityCards/1190.png,42090-0001190-0,success,0.8015
1191,1191.png,IdentityCards/1191.png,42091-0001191-1,success,0.9558
1192,1192.png,IdentityCards/1192.png,42082-0001192-2,success,0.5448
1193,1193.png,IdentityCards/1193.png,,failed,0.4269
1194,1194.png,IdentityCards/1194.png,42094-0001194-4,success,0.6658
1195,1195.png,IdentityCards/1195.png,,failed,0.4798
1196,1196.png,IdentityCards/1196.png,42096-0001196-6,success,0.7975
1197,1197.png,IdentityCards/1197.png,42097-0001157-7,success,0.8078
1198,1198.png,IdentityCards/1198.png,42098-0001198-8,success,0.722
1199,1199.png,IdentityCards/1199.png,42039-0001199-9,success,0.6096
1200,1200.png,IdentityCards/1200.png,,failed,0.3564
1201,1201.png,IdentityCards/1201.png,42601-0001201-1,success,0.6987
1202,1202.png,IdentityCards/1202.png,,failed,0.4505
1203,1203.png,IdentityCards/1203.png,42003-0001203-3,success,0.6273
1204,1204.png,IdentityCards/1204.png,,failed,0.4146
1205,1205.png,IdentityCards/1205.png,42605-0001205-5,success,0.5022
1206,1206.png,IdentityCards/1206.png,42606-0001206-6,success,0.6841
1207,1207.png,IdentityCards/1207.png,42607-0001207-7,success,0.6933
1208,1208.png,IdentityCards/1208.png,42008-0001208-8,success,0.5703
1209,1209.png,IdentityCards/1209.png,,failed,0.4647
1210,1210.png,IdentityCards/1210.png,42010-0001210-0,success,0.7487
1211,1211.png,IdentityCards/1211.png,42011-0001211-1,success,0.7436
1212,1212.png,IdentityCards/1212.png,42012-0001212-2,success,0.6632
1213,1213.png,IdentityCards/1213.png,42013-0001213-3,success,0.7847
1214,1214.png,IdentityCards/1214.png,42014-0001214-4,success,0.5927
1215,1215.png,IdentityCards/1215.png,42015-0001215-5,success,0.7857
1216,1216.png,IdentityCards/1216.png,42016-0001216-6,success,0.946
1217,1217.png,IdentityCards/1217.png,42017-0001217-7,success,0.8839
1218,1218.png,IdentityCards/1218.png,42018-0001218-8,success,0.5327
1219,1219.png,IdentityCards/1219.png,42019-0001219-9,success,0.6446
1220,1220.png,IdentityCards/1220.png,42020-0001220-0,success,0.6892
1221,1221.png,IdentityCards/1221.png,42021-0001221-1,success,0.708
1222,1222.png,IdentityCards/1222.png,42022-0001222-2,success,0.6392
1223,1223.png,IdentityCards/1223.png,42023-0001223-3,success,0.5996
1224,1224.png,IdentityCards/1224.png,42024-0001224-4,success,0.624
1225,1225.png,IdentityCards/1225.png,42025-0001225-5,success,0.5181
1226,1226.png,IdentityCards/1226.png,,failed,0
1227,1227.png,IdentityCards/1227.png,42027-0001221-7,success,0.5015
1228,1228.png,IdentityCards/1228.png,42028-0001228-8,success,0.8199
1229,1229.png,IdentityCards/1229.png,42029-0001229-9,success,0.8717
1230,1230.png,IdentityCards/1230.png,42030-0001230-0,success,0.7553
1231,1231.png,IdentityCards/1231.png,42031-0001231-1,success,0.8153
1232,1232.png,IdentityCards/1232.png,42032-0001232-2,success,0.6263
1233,1233.png,IdentityCards/1233.png,42033-0001233-3,success,0.6512
1234,1234.png,IdentityCards/1234.png,42034-0001234-4,success,0.649
1235,1235.png,IdentityCards/1235.png,42035-0001225-5,success,0.9112
1236,1236.png,IdentityCards/1236.png,42036-0001236-6,success,0.6825
1237,1237.png,IdentityCards/1237.png,42037-0001237-7,success,0.6253
1238,1238.png,IdentityCards/1238.png,42038-0001238-8,success,0.7138
1239,1239.png,IdentityCards/1239.png,42039-0001239-9,success,0.9259
1240,1240.png,IdentityCards/1240.png,42040-0001240-0,success,0.7578
1241,1241.png,IdentityCards/1241.png,42041-0001241-1,success,0.8918
1242,1242.png,IdentityCards/1242.png,42042-0001242-2,success,0.9213
1243,1243.png,IdentityCards/1243.png,42043-0001243-3,success,0.6162
1244,1244.png,IdentityCards/1244.png,42044-0001244-4,success,0.5195
1245,1245.png,IdentityCards/1245.png,42045-0001245-5,success,0.8852
1246,1246.png,IdentityCards/1246.png,42046-0001246-6,success,0.9251
1247,1247.png,IdentityCards/1247.png,42047-0001247-7,success,0.6272
1248,1248.png,IdentityCards/1248.png,42043-0001248-8,success,0.5636
1249,1249.png,IdentityCards/1249.png,42049-0001249-9,success,0.8131
1250,1250.png,IdentityCards/1250.png,,failed,0
